   30.00   25.00    6.00   25.00     .00    1.00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   14.00   22.00   27.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   22.00   26.00   18.00   30.00     .00     .00     .00     .00     .00                                             .00     .00     .00     .00     .00     .00
   18.00   24.00   30.00   29.00     .00     .00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   20.00   28.00   15.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   22.00   26.00   22.00   29.00     .00     .00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   26.00   27.00   20.00   27.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   19.00   22.00   29.00   31.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   27.00   15.00   29.00    1.00    1.00    1.00    1.00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   16.00   19.00           20.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00             .00
   38.00   35.00    8.00   32.00    1.00    1.00     .00    1.00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   10.00   23.00   30.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   25.00   21.00   27.00   28.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   28.00   24.00   22.00     .00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
           19.00   30.00   18.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00
   20.00   21.00   30.00   31.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   38.00   36.00    9.00   17.00    1.00    1.00    1.00    1.00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   21.00   32.00   20.00   31.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   23.00           24.00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   23.00   28.00   24.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   23.00   26.00   27.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   12.00   17.00   23.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   33.00   19.00   13.00     .00    1.00    1.00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   18.00   22.00   27.00   29.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   29.00   12.00   30.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   25.00   24.00   16.00   30.00     .00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00            1.00     .00     .00     .00     .00
   18.00   20.00   22.00   26.00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   18.00           23.00   25.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00     .00    1.00     .00    1.00     .00
   28.00   25.00   25.00   31.00     .00     .00     .00    1.00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   21.00   25.00   16.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   22.00   25.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   23.00   19.00   29.00    1.00    1.00    1.00     .00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   37.00           14.00   18.00    1.00     .00    1.00             .00     .00     .00     .00     .00     .00     .00     .00    1.00     .00     .00     .00
   13.00   24.00   23.00   31.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   22.00   25.00   29.00     .00     .00     .00     .00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   29.00   12.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   22.00   24.00   24.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   26.00   30.00   32.00    1.00    1.00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   19.00   23.00    6.00   24.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   25.00   24.00   29.00    1.00    1.00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   12.00   21.00   28.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   27.00   12.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
           23.00   28.00   32.00     .00    1.00    1.00     .00    1.00    1.00     .00    1.00     .00    1.00    1.00     .00     .00     .00     .00     .00
   10.00   27.00   26.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   24.00   24.00   28.00    1.00    1.00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   23.00   22.00   30.00   27.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   25.00   22.00   21.00    1.00    1.00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   20.00   27.00   23.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   25.00   24.00   28.00    1.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   21.00   19.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   27.00   28.00   17.00   25.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   18.00   22.00   25.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00   26.00   18.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00   22.00   20.00   28.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   19.00   30.00   28.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   13.00   22.00   25.00   26.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   27.00   25.00   30.00     .00     .00     .00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   26.00   28.00   30.00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   24.00   25.00   31.00    1.00    1.00     .00     .00     .00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   13.00   26.00   26.00   31.00     .00    1.00     .00    1.00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   23.00   28.00   15.00   19.00     .00     .00     .00     .00     .00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00    1.00     .00
   30.00   27.00   20.00   28.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00    1.00    1.00    1.00     .00
   22.00   26.00   26.00   28.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
           24.00   26.00   28.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00
   17.00   27.00   13.00   26.00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00    1.00     .00     .00     .00
   10.00   24.00   30.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   19.00   26.00   24.00   26.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00   27.00   27.00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00             .00     .00     .00
   24.00   25.00   22.00   28.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   27.00   22.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00   27.00   23.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   25.00   17.00   24.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00   29.00   21.00   31.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   24.00   15.00   27.00     .00     .00     .00     .00     .00     .00     .00     .00     .00             .00     .00     .00     .00     .00     .00
   20.00   28.00   20.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   19.00                   22.00     .00     .00     .00     .00     .00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00
   20.00   29.00   18.00   21.00     .00     .00     .00    1.00    1.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   29.00   27.00   18.00   23.00     .00     .00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   27.00   23.00   30.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   18.00   18.00   26.00    1.00    1.00    1.00     .00    1.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   36.00   16.00   31.00     .00    1.00     .00    1.00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   17.00   22.00   26.00   30.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00           30.00   24.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   27.00   21.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   27.00   41.00   15.00   26.00     .00     .00     .00     .00     .00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00
                   16.00   20.00    1.00    1.00     .00     .00    1.00    1.00     .00    1.00     .00     .00     .00     .00    1.00     .00    1.00     .00
   16.00   20.00   24.00   29.00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   21.00   30.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   25.00   30.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   26.00   24.00   27.00    1.00    1.00    1.00    1.00    1.00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   17.00   20.00   30.00   31.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   29.00   13.00   19.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00     .00     .00     .00
   14.00   27.00   28.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   24.00   14.00   29.00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   26.00   29.00   13.00   27.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00    1.00     .00     .00     .00
   10.00   21.00   30.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   29.00   23.00   20.00   27.00     .00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   28.00   27.00   24.00   28.00    1.00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00    1.00    1.00     .00     .00
   18.00   27.00   27.00   30.00    1.00    1.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   25.00   30.00   30.00     .00    1.00     .00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   31.00   28.00   18.00   22.00    1.00     .00    1.00    1.00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   30.00   33.00   18.00   30.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00     .00     .00
   24.00   27.00   24.00   24.00    1.00    1.00     .00    1.00    1.00    1.00     .00    1.00     .00    1.00     .00     .00     .00    1.00     .00     .00
   20.00   27.00   17.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   23.00   25.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   29.00   25.00   30.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   24.00   20.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   27.00   25.00   17.00   31.00     .00     .00     .00     .00     .00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00
   30.00   23.00   26.00   30.00    1.00    1.00    1.00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   23.00   19.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   18.00   19.00   26.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   31.00   28.00   12.00   18.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   27.00   24.00   30.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   29.00   24.00   18.00   29.00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   24.00   29.00   27.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   25.00   28.00   28.00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   22.00           18.00   22.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   41.00   32.00    9.00   17.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00     .00     .00    1.00
           23.00   25.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   19.00   20.00   24.00   25.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   28.00   12.00   26.00     .00    1.00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   17.00   20.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00             .00     .00
   34.00   26.00   14.00   18.00     .00    1.00     .00    1.00     .00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   24.00   24.00   20.00   29.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00    1.00     .00     .00     .00    1.00     .00     .00     .00
   14.00           24.00   28.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   32.00   28.00   25.00   31.00    1.00    1.00     .00     .00    1.00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   10.00   17.00   30.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   29.00   23.00   27.00    1.00    1.00    1.00    1.00     .00    1.00    1.00    1.00    1.00    1.00    1.00     .00    1.00    1.00     .00     .00
   14.00   25.00   27.00   28.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   12.00   26.00   26.00   20.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   11.00   25.00   24.00   30.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   28.00   22.00   24.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   26.00   35.00   30.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   16.00   24.00   25.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   12.00   32.00   19.00   31.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   24.00   18.00   30.00     .00     .00     .00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   31.00   23.00   12.00   32.00    1.00     .00    1.00     .00    1.00    1.00    1.00    1.00     .00     .00     .00     .00    1.00    1.00     .00     .00
   11.00   25.00   27.00   30.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   23.00   25.00   24.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   10.00   25.00   24.00   28.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
           23.00   30.00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   17.00   25.00   25.00   21.00    1.00    1.00     .00     .00    1.00    1.00     .00     .00     .00     .00     .00     .00    1.00     .00     .00     .00
   11.00   21.00   30.00             .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   31.00   30.00   18.00   27.00    1.00    1.00    1.00     .00    1.00     .00    1.00    1.00    1.00    1.00     .00     .00     .00     .00     .00     .00
   12.00   23.00   30.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   31.00   15.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   15.00   21.00   30.00   31.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   14.00   28.00   24.00   32.00     .00    1.00     .00     .00     .00    1.00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00
   22.00   21.00   30.00   32.00    1.00    1.00    1.00     .00     .00    1.00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00
   14.00   24.00   17.00   16.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00   23.00   21.00   25.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   23.00   28.00   16.00   24.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   26.00   25.00   24.00   30.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   27.00   20.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   12.00   21.00   26.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   27.00           31.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00    1.00     .00     .00     .00
   20.00   22.00   22.00   25.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   22.00   24.00   24.00   29.00    1.00    1.00    1.00    1.00    1.00    1.00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   10.00   16.00   15.00   13.00     .00    1.00    1.00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   22.00   23.00   24.00   29.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   24.00   22.00   23.00   27.00    1.00    1.00     .00     .00     .00     .00             .00    1.00     .00     .00     .00     .00     .00     .00     .00
   20.00   26.00   21.00   30.00    1.00    1.00    1.00    1.00    1.00     .00    1.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00
   14.00   20.00   30.00   32.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   21.00   26.00   26.00   26.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   34.00   26.00   22.00   30.00     .00     .00    1.00    1.00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00     .00     .00     .00
   21.00   24.00   24.00   25.00     .00     .00     .00     .00    1.00     .00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00
   20.00   27.00   13.00   27.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   27.00   23.00   24.00   27.00     .00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   30.00           29.00   25.00    1.00    1.00    1.00    1.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   12.00   23.00   23.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   37.00   26.00    6.00   32.00    1.00    1.00    1.00    1.00    1.00    1.00     .00    1.00     .00     .00     .00     .00    1.00     .00     .00     .00
   18.00   21.00   30.00   32.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
   18.00   24.00   28.00   31.00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00     .00
